n_number,mode_s_hex,model_code,model_name,manufacturer,owner_name,owner_city,owner_state,match_reasons,confidence,type_aircraft,type_engine,status_code
817CX,AB23A5,1145004,AS350B3,AMERICAN EUROCOPTER CORP,SLS AVIATION CAPITAL 1 LLC,NEWARK,DE,Model: AS350B3,medium,6,3,V
817SS,AB24FE,8143021,S-76D,SIKORSKY AIRCRAFT CORP,TVPX ARS INC TRUSTEE,NORTH SALT LAKE,UT,Model: S-76D,medium,6,3,V
8186,AB2A3E,06102K2,Unknown,Unknown,GALAXY UNMANNED SYSTEMS,FORT WORTH,TX,Owner name keyword,low,3,10,V
818BK,AB2737,3980205,Unknown,Unknown,IN FLIGHT LEASING GROUP LLC,MIAMI,FL,Owner name keyword,low,5,5,V
818HD,AB27C7,8680817,AS350BA,AEROSPATIALE,US HELICOPTERS INC,MARSHVILLE,NC,Model: AS350BA,medium,6,3,V
818MT,AB2839,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
818PD,AB285D,1145005,AS350B3,AIRBUS HELICOPTERS INC,AIRBUS HELICOPTERS INC,GRAND PRAIRIE,TX,Model: AS350B3,medium,6,3,V
8199J,AB2E67,5626006,BO-105S,MESSERSCHMITT-BOELKOW-BLOHM,PEACE AND FREEDOM HELICOPTERS LLC,WILMINGTON,DE,Model: BO-105S,medium,6,3,V
819GQ,AB2B70,05904NX,FLIGHTSTAR SL,FLIGHTSTAR,ROBITSCHEK ANDREW J,TAYLORSVILLE,NC,Model: FLIGHTSTAR SL,medium,4,8,V
819JR,AB2BA3,1390044,Unknown,Unknown,AUTOFLIGHT LLC,PITTSBURGH,PA,Owner name keyword,low,5,5,V
819KR,AB2BBC,2076604,Unknown,Unknown,PRESTIGE WORLDWIDE FLIGHTS LLC,IMPERIAL,CA,Owner name keyword,low,5,5,V
819TX,AB2C8A,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TEXAS DEPARTMENT OF PUBLIC SAFETY,AUSTIN,TX,Model: AS350B3,medium,6,3,V
81AH,AB070B,3740000,Unknown,Unknown,DS FLIGHT SERVICES LLC,BATTLE GROUND,WA,Owner name keyword,low,6,3,V
81GJ,AB07A2,5170603,Unknown,Unknown,GLOBAL JETCARE INC,BROOKSVILLE,FL,Owner name keyword,low,5,5,V
81HM,AB07BE,2730172,Unknown,Unknown,IHEART MEDIA MANAGEMENT SERVICES INC,NEW YORK,NY,Owner name keyword,low,5,5,V
81LN,AB080A,5620028,EC135T3,AIRBUS HELICOPTERS,AIRBUS HELICOPTERS INC,GRAND PRAIRIE,TX,Model: EC135T3,medium,6,3,V
81NM,AB083B,0260103,A109S,AGUSTA SPA,NORTH MEMORIAL HEALTH CARE,BROOKLYN CENTER,MN,Model: A109S; Owner name keyword,high,6,3,V
81PF,AB084E,06001CM,Unknown,Unknown,PACIFIC FLIGHT ACADEMY LLC,HONOLULU,HI,Owner name keyword,low,4,8,V
81RY,AB0891,2076405,Unknown,Unknown,REDDING DERMATOLOGY MEDICAL GROUP INC,REDDING,CA,Owner name keyword,low,5,1,V
81SU,AB08A6,1152911,Unknown,Unknown,MEDARY AVIATION LLC,BROOKINGS,SD,Owner name keyword,low,5,2,V
81UH,AB08CD,05642CL,CICARE 8,KEITH BARR,CICARE USA LLC,RENO,NV,Model: CICARE 8; Owner name keyword,high,6,8,V
81VN,AB08EB,5170602,Unknown,Unknown,CHROMED IN HOLLYWOOD INC,FRANKLIN,TN,Owner name keyword,low,5,5,V
820FT,AB316A,0260101,A109E,AGUSTA SPA,ERA HELICOPTERS LLC,LAKE CHARLES,LA,Model: A109E,medium,6,3,V
8216Y,AB37D3,7103002,Unknown,Unknown,MEDIA STEW LLC,CARSON CITY,NV,Owner name keyword,low,5,1,V
821BR,AB34BB,2990205,Unknown,Unknown,EVA FLIGHT TRAINING ACADEMY,MATHER,CA,Owner name keyword,low,5,1,V
821PD,AB35DB,1145005,AS350B3,AIRBUS HELICOPTERS INC,EAST BAY REGIONAL PARK DISTRICT,LIVERMORE,CA,Model: AS350B3,medium,6,3,V
821SP,AB3630,8680817,AS350BA,AEROSPATIALE,AVIATION CONCEPTS AMERICA LLC,DAYTONA BEACH,FL,Model: AS350BA,medium,6,3,V
821SS,AB3633,8143008,S-76C,SIKORSKY,FLY SAFE LLC,WILMINGTON,DE,Model: S-76C,medium,6,3,V
822ET,AB38BF,8680987,Unknown,Unknown,HALL HEALTH SYSTEMS INC,MIAMI BEACH,FL,Owner name keyword,low,6,3,V
822JC,AB3914,0260109,AGUSTA A109,AGUSTA SPA,AIRTRADE AVIATION CORP,LEWES,DE,Model: AGUSTA A109,medium,6,3,V
822LA,AB3944,05633JZ,Unknown,Unknown,CONSOLIDATED FIRE PROTECTION DIST OF LOS ANGELES,LOS ANGELES,CA,Owner name keyword,low,6,3,V
822ML,AB3967,2072418,Unknown,Unknown,HEAVENLY FLIGHT LLC,CUMMING,GA,Owner name keyword,low,4,8,V
822PP,AB399C,5620038,EC135T3,AIRBUS HELICOPTERS DEUTSCHLAND,MASSACHUSETTS STATE POLICE,PLYMOUTH,MA,Model: EC135T3,medium,6,3,V
822VL,AB3A2F,06101YY,Unknown,Unknown,LINDNER MEDIA PRODUCTIONS INC,BAXTER,MN,Owner name keyword,low,6,10,V
823AM,AB3C0C,7150012,Unknown,Unknown,AIRMED INTERNATIONAL LLC,BIRMINGHAM,AL,Owner name keyword,low,5,5,V
823AY,AB3C17,1390008,Unknown,Unknown,FRONTERA FLIGHT HOLDINGS INC,DOVER,DE,Owner name keyword,low,5,5,V
823JM,AB3CD4,5620033,EC135T2+,AIRBUS HELICOPTERS DEUTSCHLAND,MASSACHUSETTS STATE POLICE,PLYMOUTH,MA,Model: EC135T2+,medium,6,3,V
823MR,AB3D23,06101UI,Unknown,Unknown,TECH3 BUSINESS SYSTEMS LLC,HOUSTON,TX,Owner name keyword,low,6,10,V
823ST,AB3DA2,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
823TE,AB3DAE,1181579,Unknown,Unknown,DOWN EAST EMERGENCY MEDICINE INSTITUTE,ORONO,ME,Owner name keyword,low,6,3,V
82431,AB4292,05606UW,ANGEL CH7,PELLETT JACK L,PELLETT JACK L,ORANGE,CA,Model: ANGEL CH7,medium,6,1,V
824AY,AB3FCE,1390008,Unknown,Unknown,BEAUTECH POWER SYSTEMS LLC,DALLAS,TX,Owner name keyword,low,5,5,V
824PG,AB4103,7103110,Unknown,Unknown,MOUNT OLIVE FLIGHT CLUB LLC,MOUNT OLIVE,NC,Owner name keyword,low,5,1,V
824ST,AB4159,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,AGUSTAWESTLAND PHILADELPHIA CORP,PHILADELPHIA,PA,Model: AW119MKII,medium,6,3,V
824TX,AB4176,1145005,AS350B3,AIRBUS HELICOPTERS INC,TEXAS DEPARTMENT OF PUBLIC SAFETY,AUSTIN,TX,Model: AS350B3,medium,6,3,V
8252G,AB4613,7103420,Unknown,Unknown,JB FLIGHT LLC,INDIANAPOLIS,IN,Owner name keyword,low,5,1,V
825AY,AB4385,1390008,Unknown,Unknown,FRONTERA FLIGHT HOLDINGS INC,DOVER,DE,Owner name keyword,low,5,5,V
825KH,AB4457,8380312,Unknown,Unknown,UNMANNED SYSTEMS INC DBA,MCKINNEY,TX,Owner name keyword,low,4,2,V
825ML,AB448C,8143021,S-76D,SIKORSKY AIRCRAFT CORP,MINUTEMAN AVIATION LLC,NEW CASTLE,DE,Model: S-76D,medium,6,3,V
825TJ,AB4520,7640122,Unknown,Unknown,TAKEFLIGHT LLC,AMERICAN FORT,UT,Owner name keyword,low,6,1,V
825VJ,AB4552,7640122,Unknown,Unknown,LITE FLIGHT INC,CHATSWORTH,CA,Owner name keyword,low,6,1,V
825WS,AB4573,061011N,Unknown,Unknown,TOWN OF MEDLEY FLORIDA,MEDLEY,FL,Owner name keyword,low,6,10,V
825ZM,AB45B9,06101YY,Unknown,Unknown,LINDNER MEDIA PRODUCTIONS INC,BAXTER,MN,Owner name keyword,low,6,10,V
826ST,AB48C7,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
82769,AB4E28,1145004,AS350B3,AMERICAN EUROCOPTER CORP,RAINIER HELI INTERNATIONAL INC,KIRKLAND,WA,Model: AS350B3,medium,6,3,V
827HB,AB4B8D,7090453,Unknown,Unknown,NORTH SLOPE BOROUGH DEPARTMENT OF SEARCH & RESCUE,BARROW,AK,Owner name keyword,low,5,5,V
827JD,AB4BA8,1145102,AS350B2,AIRBUS HELICOPTERS INC,COMMAND DECISIONS INC,SAN ANGELO,TX,Model: AS350B2,medium,6,3,V
827KU,AB4BD0,0260659,A109E,AGUSTA S P A CONSTRUZIONI AERO,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Model: A109E; Owner name keyword,high,6,3,V
827SD,AB4C70,868097A,AS350BA,EUROCOPTER FRANCE,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Model: AS350BA; Owner name keyword,high,6,3,V
828B,AB4EAC,2073702,Unknown,Unknown,FLIGHT FIRST LLC,IXONIA,WI,Owner name keyword,low,4,2,V
828FC,AB4F13,1152911,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,5,2,V
828MT,AB4FB8,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
828ST,AB5035,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
829AY,AB5261,1390008,Unknown,Unknown,FRONTERA FLIGHT HOLDINGS INC,DOVER,DE,Owner name keyword,low,5,5,V
829MR,AB536D,4220005,Unknown,Unknown,C&R SYSTEMS INC,BRYAN,TX,Owner name keyword,low,5,1,V
829ST,AB53EC,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
82BB,AB2E9D,2076615,Unknown,Unknown,SON RAES MEDICAL PRODUCTS ARIZONA LLC,PHOENIX,AZ,Owner name keyword,low,5,5,V
82KA,AB2F64,2076618,Unknown,Unknown,FLIGHT KING LLC,SPENCER,IA,Owner name keyword,low,5,5,V
82MD,AB2F99,8680903,AS365N3,EUROCOPTER,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UT,Model: AS365N3,medium,6,3,V
830DM,AB58B1,2730199,Unknown,Unknown,WORD OF LIFE WORLD OUTREACH CENTER INC DBA,MURRIETA,CA,Owner name keyword,low,5,4,V
830MT,AB597F,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
830SB,AB59EC,1360308,Unknown,Unknown,HIGH FLIGHTS SOARING CLUB,PEYTON,CO,Owner name keyword,low,1,0,V
830ST,AB59FC,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
831AY,AB5C28,1390008,Unknown,Unknown,BEAUTECH POWER SYSTEMS LLC,DALLAS,TX,Owner name keyword,low,5,5,V
831EF,AB5C7B,05620RN,Unknown,Unknown,ZEUS FLIGHT LLC,KETCHUM,ID,Owner name keyword,low,4,5,V
831GW,AB5CBC,8360608,Unknown,Unknown,ASPEN FLIGHT OPERATIONS LLC,CARBONDALE,CO,Owner name keyword,low,5,1,V
831LF,AB5D11,8680990,EC135P1,EUROCOPTER DEUTSCHLAND GMBH,INHS LEASING CO LLC,AURORA,OR,Model: EC135P1,medium,6,3,V
831SB,AB5DA3,1145005,AS350B3,AIRBUS HELICOPTERS INC,SAN BERNARDINO COUNTY SHERIFFS DEPT,SAN BERNARDINO,CA,Model: AS350B3,medium,6,3,V
831ST,AB5DB3,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
831VA,AB5DED,7640120,Unknown,Unknown,TRAVEL SYSTEMS LLC,BOERNE,TX,Owner name keyword,low,6,1,V
83230,AB62A2,1181420,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
832CS,AB600B,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
832SB,AB615A,1145005,AS350B3,AIRBUS HELICOPTERS INC,SAN BERNARDINO COUNTY SHERIFF'S DEPT,SAN BERNARDINO,CA,Model: AS350B3,medium,6,3,V
832ST,AB616A,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
833CS,AB63C2,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
833SB,AB6511,1145005,AS350B3,AIRBUS HELICOPTERS INC,SAN BERNARDINO COUNTY SHERIFFS DEPT,SAN BERNARDINO,CA,Model: AS350B3,medium,6,3,V
833TF,AB652E,069002L,Unknown,Unknown,TANGO FLIGHT INC,GEORGETOWN,TX,Owner name keyword,low,4,8,V
83435,AB6A15,7103420,Unknown,Unknown,FLORIDA FLYERS FLIGHT ACADEMY INC,SAINT AUGUSTINE,FL,Owner name keyword,low,5,1,V
8344M,AB6A26,2076604,Unknown,Unknown,FLIGHT SOLUTIONS CORP,FORT LAUDERDALE,FL,Owner name keyword,low,5,5,V
8349R,AB6AD9,7640120,Unknown,Unknown,CSI FLIGHT SERVICES LLC,MCMINNVILLE,OR,Owner name keyword,low,6,1,V
834PA,AB687C,1145004,AS350B3,AMERICAN EUROCOPTER CORP,ROGERS HELICOPTERS INC,FRESNO,CA,Model: AS350B3,medium,6,3,V
834SB,AB68C8,1145005,AS350B3,AIRBUS HELICOPTERS INC,SAN BERNARDINO COUNTY SHERIFF'S DEPT,SAN BERNARDINO,CA,Model: AS350B3,medium,6,3,V
8357F,AB6E40,4470706,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
835AY,AB6B04,1390008,Unknown,Unknown,FRONTERA FLIGHT HOLDINGS INC,DOVER,DE,Owner name keyword,low,5,5,V
835CS,AB6B30,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
835DH,AB6B40,5620010,EC135 P2+,AIRBUS HELICOPTERS DEUTSCHLAND,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,Model: EC135 P2+; Owner name keyword,high,6,3,V
835PA,AB6C33,1145004,AS350B3,AMERICAN EUROCOPTER CORP,XEBEC LLC,KIRKLAND,WA,Model: AS350B3,medium,6,3,V
835QU,AB6C5E,06101YY,Unknown,Unknown,CLEMSON UNIVERSITY ATHLETIC DEPT,CLEMSON,SC,Owner name keyword,low,6,10,V
835SB,AB6C7F,1145005,AS350B3,AIRBUS HELICOPTERS INC,SAN BERNARDINO COUNTY SHERIFFS DEPT,SAN BERNARDINO,CA,Model: AS350B3,medium,6,3,V
835ST,AB6C8F,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
835TX,AB6CAC,5620030,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
8363N,AB7172,7640120,Unknown,Unknown,HELIFLIGHTS LLC,RAHWAY,NJ,Owner name keyword,low,6,1,V
8365Q,AB71BA,7640120,Unknown,Unknown,TTWN MEDIA NETWORKS LLC,NEW YORK,NY,Owner name keyword,low,6,1,V
8369F,AB723D,7640120,Unknown,Unknown,TTWN MEDIA NETWORKS LLC,NEW YORK,NY,Owner name keyword,low,6,1,V
836AE,AB6EA9,3260302,Unknown,Unknown,CORPORATE FLIGHT MANAGEMENT INC DBA,SMYRNA,TN,Owner name keyword,low,5,5,V
836CS,AB6EE7,5620030,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
836NA,AB6FD1,3023710,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
836PA,AB6FEA,1145004,AS350B3,AMERICAN EUROCOPTER CORP,AMERICAN HELICOPTERS LLC,KIRKLAND,WA,Model: AS350B3,medium,6,3,V
836SB,AB7036,1145005,AS350B3,AIRBUS HELICOPTERS INC,SAN BERNARDINO COUNTY SHERIFFS DEPT,SAN BERNARDINO,CA,Model: AS350B3,medium,6,3,V
836ST,AB7046,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
8373N,AB7529,1152730,Unknown,Unknown,CAREY THOMAS E,HUNTINGTON BEACH,CA,Owner name keyword,low,5,1,V
8376G,AB758C,2075712,Unknown,Unknown,DAKOTA AIRCARE INC,WAGNER,SD,Owner name keyword,low,5,1,V
837CS,AB729E,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
837ST,AB73FD,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
838CS,AB7655,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
838PA,AB7758,1145004,AS350B3,AMERICAN EUROCOPTER CORP,RAINIER HELI INTERNATIONAL INC,KIRKLAND,WA,Model: AS350B3,medium,6,3,V
839CS,AB7A0C,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
839JS,AB7AA2,2076702,Unknown,Unknown,RENFLIGHT LLC,RALEIGH,NC,Owner name keyword,low,5,5,V
839ST,AB7B6B,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
83AE,AB5606,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
83PF,AB574C,06001CM,Unknown,Unknown,PACIFIC FLIGHT ACADEMY LLC,HONOLULU,HI,Owner name keyword,low,4,8,V
83SC,AB5794,060006N,Unknown,Unknown,INFINITY FLIGHT LTD,WILMINGTON,DE,Owner name keyword,low,4,8,V
84071,AB8340,2072430,Unknown,Unknown,ROADRUNNER FLIGHT SCHOOL LLC,FARMINGTON,NM,Owner name keyword,low,4,8,V
840JA,AB80A2,2073702,Unknown,Unknown,J A FLIGHT SERVICES LLC,SUGAR GROVE,IL,Owner name keyword,low,4,2,V
840LF,AB80D9,5620010,EC135 P2+,AIRBUS HELICOPTERS DEUTSCHLAND,LIFE FLIGHT NETWORK LLC,AURORA,OR,Model: EC135 P2+; Owner name keyword,high,6,3,V
8410J,AB85F1,2071816,Unknown,Unknown,1ST FLIGHT LLC,ALLENTOWN,PA,Owner name keyword,low,4,8,V
84195,AB8741,2072430,Unknown,Unknown,NORCAL FLIGHT CENTER LLC,LINCOLN,CA,Owner name keyword,low,4,8,V
841CF,AB83C8,33601QC,Unknown,Unknown,MIAMI VALLEY HOSPITAL,DAYTON,OH,Owner name keyword,low,6,3,V
841LF,AB8490,8680990,EC135P1,EUROCOPTER DEUTSCHLAND GMBH,INHS LEASING CO LLC,AURORA,OR,Model: EC135P1,medium,6,3,V
841PA,AB84D6,1145004,AS350B3,AMERICAN EUROCOPTER CORP,RAINIER HELI INTERNATIONAL INC,KIRKLAND,WA,Model: AS350B3,medium,6,3,V
841PF,AB84DB,056418K,Unknown,Unknown,LCA MEDICAL SERVICES LLC,PASS CHRISTIAN,MS,Owner name keyword,low,4,8,V
841PW,AB84EA,060008A,Unknown,Unknown,EASY FLIGHT AVIATION LLC,GREENVILLE,IL,Owner name keyword,low,8,8,V
84289,AB8AD9,2072430,Unknown,Unknown,ANGELOV RUSLAN P,MOUNT PROSPECT,IL,Owner name keyword,low,4,8,V
842BP,AB876E,8680813,AS350 B2 ECUREUIL,AEROSPATIALE,US DEPARTMENT OF HOMELAND SECURITY,WASHINGTON,DC,Model: AS350 B2 ECUREUIL,medium,6,3,V
842MB,AB885C,5170805,Unknown,Unknown,MED AIR LLC,LAWRENCEVILLE,GA,Owner name keyword,low,5,5,V
842SC,AB88DA,05627A2,FLIGHTSTAR SC II,COYLE STEPHEN W,HARRIS JAMIE L,NEWLAND,NC,Model: FLIGHTSTAR SC II,medium,4,7,V
843BP,AB8B25,8680813,AS350 B2 ECUREUIL,AEROSPATIALE,US DEPARTMENT OF HOMELAND SECURITY,WASHINGTON,DC,Model: AS350 B2 ECUREUIL,medium,6,3,V
843NA,AB8C2B,3023711,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
843ST,AB8CA0,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
843TL,AB8CB2,061012L,Unknown,Unknown,L3 UNMANNED SYSTEMS INC,ASHBURN,VA,Owner name keyword,low,4,4,V
8444Y,AB91B0,7103002,Unknown,Unknown,BEACON AVIATION FLIGHT SERVICES LLC,ROGERS,AR,Owner name keyword,low,5,1,V
844K,AB8F96,3980219,Unknown,Unknown,AIRCRAFT FLIGHT SPECIALISTS LLC,SAINT PAUL,MN,Owner name keyword,low,5,5,V
844LC,AB8FB2,8143007,S-76B,SIKORSKY,WARBIRDS-3 LLC,KALISPELL,MT,Model: S-76B,medium,6,3,V
844LF,AB8FB5,5620025,MBB-BK117 D-3,AIRBUS HELICOPTERS DEUTSCHLAND,LIFE FLIGHT NETWORK LLC,AURORA,OR,Model: MBB-BK117 D-3; Owner name keyword,high,6,3,V
844RH,AB9034,2990105,Unknown,Unknown,PEREGRINE HOWARD AEROFLIGHT OWNER LLC,NEW ORLEANS,LA,Owner name keyword,low,5,1,V
844TX,AB9074,1145005,AS350B3,AIRBUS HELICOPTERS INC,TEXAS DEPARTMENT OF PUBLIC SAFETY,AUSTIN,TX,Model: AS350B3,medium,6,3,V
8455,AB9573,8143008,S-76C,SIKORSKY,ARROW AVIATION COMPANY LLC,BROUSSARD,LA,Model: S-76C,medium,6,3,V
845EC,AB92D3,061008I,Unknown,Unknown,AVIATION SYSTEMS ENGINEERING CO,JACKSONVILLE,FL,Owner name keyword,low,6,10,V
845ME,AB9384,5620031,Unknown,Unknown,CENTER FOR EMERGENCY MEDICINE OF WESTERN PA,WEST MIFFLIN,PA,Owner name keyword,low,6,3,V
845ST,AB940E,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
846AE,AB9628,3260302,Unknown,Unknown,CORPORATE FLIGHT MANAGEMENT INC DBA,SMYRNA,TN,Owner name keyword,low,5,5,V
846NA,AB9750,3023712,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
846ST,AB97C5,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
847LF,AB9ADA,5620030,Unknown,Unknown,LIFE FLIGHT NETWORK LLC,AURORA,OR,Owner name keyword,low,6,3,V
847ST,AB9B7C,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
8480J,AB9FF2,2071816,Unknown,Unknown,LEACH FLIGHT SERVICES LLC,ALEDO,TX,Owner name keyword,low,4,8,V
848ST,AB9F33,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
84901,ABA3BA,2072430,Unknown,Unknown,BOERNE FLIGHT OPTIONS LLC,BOERNE,TX,Owner name keyword,low,4,8,V
8490P,ABA3AE,0690004,Unknown,Unknown,EASY FLIGHT AVIATION LLC,GREENVILLE,IL,Owner name keyword,low,8,8,V
849NP,ABA282,1145005,AS350B3,AIRBUS HELICOPTERS INC,METROPOLITAN NASHVILLE POLICE,NASHVILLE,TN,Model: AS350B3,medium,6,3,V
849PB,ABA28F,8143008,S-76C,SIKORSKY,ARROW AVIATION CO LLC,BROUSSARD,LA,Model: S-76C,medium,6,3,V
849ST,ABA2EA,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
84CG,AB7DB9,2076405,Unknown,Unknown,GUARDIAN ANGEL HOMES LLC,HAYDEN,ID,Owner name keyword,low,5,1,V
84EH,AB7DEC,1390044,Unknown,Unknown,ENCOMPASS HEALTH CORP,BIRMINGHAM,AL,Owner name keyword,low,5,5,V
84LE,AB7E7F,7150007,Unknown,Unknown,LIFE LOGISTICS LLC,CHESTERFIELD,MO,Owner name keyword,low,5,2,V
84LF,AB7E80,4220039,Unknown,Unknown,LIFE LOGISTICS LLC,CHESTERFIELD,MO,Owner name keyword,low,5,2,V
84UC,AB7F45,1145009,Unknown,Unknown,UC HEALTH LLC,CINCINNATI,OH,Owner name keyword,low,6,3,V
8502V,ABAA0A,7103405,Unknown,Unknown,ANGEL AVIATION INC,PEORIA,AZ,Owner name keyword,low,5,1,V
850BU,ABA784,1145009,Unknown,Unknown,PITT COUNTY MEMORIAL HOSPITAL INC,GREENVILLE,NC,Owner name keyword,low,6,3,V
850NA,ABA885,3023711,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
850PE,ABA8A2,7150016,Unknown,Unknown,CIC FLIGHTS LLC,BARRINGTON HILLS,IL,Owner name keyword,low,5,5,V
8512L,ABADB8,0390305,Unknown,Unknown,ADVANCE FLIGHT TRAINING & LEASING LLC,SOUTH SAINT PAUL,MN,Owner name keyword,low,4,2,V
851EM,ABAB7F,1152903,Unknown,Unknown,LOS ANGELES POLICE DEPARTMENT,LOS ANGELES,CA,Owner name keyword,low,5,2,V
851MB,ABAC24,1145004,AS350B3,AMERICAN EUROCOPTER CORP,MED-TRANS CORP,DENTON,TX,Model: AS350B3; Owner name keyword,high,6,3,V
851RX,ABAC9C,06102FL,Unknown,Unknown,UTAH COUNTY HEALTH DEPARTMENT,SPANISH FORK,UT,Owner name keyword,low,6,10,V
851SH,ABACA7,2076750,Unknown,Unknown,FLIGHT TIME LLC,DES MOINES,IA,Owner name keyword,low,5,5,V
8521Z,ABB159,0390307,Unknown,Unknown,AIR CARE LEASING LLC,LAMAR,CO,Owner name keyword,low,4,2,V
